OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_208013,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Baculoviridae,Alphabaculovirus,Agrotis ipsilon multiple nucleopolyhedrovirus
OTU_1891754,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Polyomaviridae,Polyomaviridae_u_g,Bos taurus polyomavirus 1
OTU_10571,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Papillomaviridae,Papillomaviridae_u_g,Bovine papillomavirus
OTU_1850906,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Baculoviridae,Alphabaculovirus,Catopsilia pomona nucleopolyhedrovirus
OTU_558016,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Baculoviridae,Alphabaculovirus,Alphabaculovirus_u_s
OTU_207830,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Baculoviridae,Alphabaculovirus,Mamestra configurata nucleopolyhedrovirus A
OTU_204440,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Baculoviridae,Alphabaculovirus,Mamestra configurata nucleopolyhedrovirus B
OTU_11757,Viruses,Viruses_u_p,Viruses_u_c,Ortervirales,Retroviridae,Betaretrovirus,Mouse mammary tumor virus
OTU_1146873,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Adenoviridae,Mastadenovirus,Murine mastadenovirus B
OTU_158372,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Chrysoviridae,Alphachrysovirus,Penicillium chrysogenum virus
OTU_1414655,Viruses,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Tospoviridae_u_g,Pepper chlorotic spot virus
OTU_2170086,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Flaviviridae,Pestivirus,Pestivirus G
OTU_2169745,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Baculoviridae,Betabaculovirus,Mythimna unipuncta granulovirus A
OTU_1323524,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Partitiviridae,Betapartitivirus,Red clover cryptic virus 2
OTU_687380,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Anelloviridae,Gammatorquevirus,Torque teno midi virus 2
OTU_51677,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Baculoviridae,Betabaculovirus,Xestia c-nigrum granulovirus
OTU_227940,Viruses,Viruses_u_p,Viruses_u_c,Caudovirales,Myoviridae,Peduovirus,Yersinia virus L413C
OTU_558017,Viruses,Viruses_u_p,Viruses_u_c,Viruses_u_o,Baculoviridae,Betabaculovirus,Betabaculovirus_u_s
