Family,Genus,1.1_MSU977,12.1_MSU977,13.1_MSU977,14.1_MSU977,15.1_MSU977,17.1_MSU977,22.1_MSU977,23.1_MSU977,24.1_MSU977,26.1_MSU977,28.1_MSU977,31.1_MSU977,32.1_MSU977,33.1_MSU977,35.1_MSU977,37.1_MSU977,39.1_MSU977,4.1_MSU977,5.1_MSU977,9.1_MSU977,10.1_MSU977,11.1_MSU977,16.1_MSU977,18.1_MSU977,19.1_MSU977,2.1_MSU977,20.1_MSU977,21.1_MSU977,25.1_MSU977,29.1r_MSU997,3.1_MSU977,30.1_MSU977,34.1_MSU977,36.1_MSU977,38.1_MSU977,40.1_MSU977,41.1_MSU977,6.1_MSU977,7.1_MSU977,8.1_MSU977,1.2_MSU977,12.2_MSU977,13.2_MSU977,14.2_MSU977,15.2_MSU977,17.2_MSU977,22.2_MSU977,23.2_MSU977,24.2_MSU977,26.2_MSU977,28.2_MSU977,31.2_MSU977,32.2_MSU977,33.2_MSU977,35.2_MSU977,37.2_MSU977,39.2_MSU977,4.2_MSU977,5.2_MSU977,9.2_MSU977,10.2_MSU977,11.2_MSU977,16.2_MSU977,18.2_MSU977,19.2_MSU977,2.2_MSU977,20.2_MSU977,21.2_MSU977,25.2_MSU977,29.2_MSU977,3.2_MSU977,30.2_MSU977,34.2_MSU977,36.2_MSU977,38.2_MSU977,40.2_MSU977,41.2_MSU977,6.2_MSU977,7.2_MSU977,8.2_MSU977,1.5_MSU977,12.5_MSU977,13.5_MSU977,14.5_MSU977,15.5_MSU977,17.5_MSU977,22.5_MSU977,23.5_MSU977,24.5_MSU977,26.5_MSU977,28.5_MSU977,31.5_MSU977,32.5_MSU977,33.5_MSU977,35.5_MSU977,37.5_MSU977,39.5_MSU977,4.5_MSU977,5.5_MSU977,9.5_MSU977,10.5_MSU977,11.5_MSU977,16.5_MSU977,18.5_MSU977,19.5_MSU977,2.5_MSU977,20.5_MSU977,21.5_MSU977,25.5_MSU977,29.5_MSU977,3.5_MSU977,30.5_MSU977,34.5_MSU977,36.5_MSU977,38.5_MSU977,40.5_MSU977,41.5_MSU977,6.5_MSU977,7.5_MSU977,8.5_MSU977,1.7_MSU977,12.7_MSU977,13.7_MSU977,14.7_MSU977,15.7_MSU977,17.7_MSU977,22.7_MSU977,23.7_MSU977,24.7_MSU977,26.7_MSU977,28.7_MSU977,31.7_MSU977,32.7_MSU977,33.7_MSU977,35.7_MSU977,37.7_MSU977,39.7_MSU977,4.7_MSU977,5.7_MSU977,9.7_MSU977,10.7_MSU977,11.7_MSU977,16.7_MSU977,18.7_MSU977,19.7_MSU977,2.7_MSU977,20.7_MSU977,21.7_MSU977,25.7_MSU977,3.7_MSU977,30.7_MSU977,34.7_MSU977,36.7_MSU977,38.7_MSU977,40.7_MSU977,41.7_MSU977,6.7_MSU977,7.7_MSU977,8.7_MSU977
Bacillaceae,Bacillus,24.26,16.31,43.28,37.1,52.83,23.36,9.82,0,23.81,94.14,7.1,0,33.25,36.65,52.75,100.28,9.61,13.8,12.87,26.72,14.74,23.99,0,27.01,0,14.3,5.2,20.74,25.17,6.32,30.23,19.26,0,77.44,26.64,22.36,12.41,13.9,12.74,7.86,17.78,0,0,2.24,0,65.26,3.66,0,63.82,19.62,130.23,71.8,108.7,330.92,115.23,64.52,98.98,10.93,31.25,15.86,0,3.66,17.75,39.99,54.31,3.62,5.91,27.26,30.2,148.77,31.2,62.29,107.45,134.8,73.44,155.93,111.47,13.98,9.57,153.56,21.01,15.55,27.32,0,26.96,23.72,17.96,24.73,854.74,68.07,77.41,60.57,59.9,46.57,68.31,48.13,60.75,3.2,6.12,33.82,25,20.37,57.33,24.69,52.01,9.46,44.5,27.3,138.4,31.2,6.73,40.3,132.63,64.1,102.57,35.66,92.13,0,8.07,0,20.66,3.32,27.75,34.48,23.91,0,51.89,24.71,2.35,24.24,0,22.64,9.48,59.22,51.37,0,39.04,17.68,1.05,5.83,3.32,26.4,0,0,0,31.27,0,0,2.44,22.05,0,30.62,92.76,24.53,65.12,41.75,5.71,17.14,0
Bacillaceae,Geobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,14.79,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,12.15,0,0,0,0,12.39,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillales_u_f,Gemella,2.52,0,0,0,0,0,0,7.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidales_u_f,Bacteroidales_u_g,235.36,53.29,74.66,719.97,4872.2,10794.9,1296.89,887.82,335.57,5498.35,1766.06,4100.86,21370.16,916.93,71.74,157.58,67.42,1830.83,431.3,92.93,427.88,510.84,3709.82,121.87,4029.07,1742.38,1067.12,845.57,88.42,1611.4,7403.59,2118.34,9069.24,2004.36,168.46,1963.09,624.5,2273.02,2876.18,6481.24,93.78,2330.87,81.27,715.01,504.87,1182.76,3601.78,167.64,3582.93,655.96,2190.49,1089.46,1315.27,1683.01,586.58,90.63,882.81,610.09,1763.16,89.82,1532.9,1400.04,1827.15,128.79,1482.29,1067.31,240.59,1120.66,100.86,117.97,9841.62,264.72,1228.85,2183.61,3064.64,57.61,393.43,5707.1,3343.57,176.58,107.18,940.8,97.04,979.75,95.04,1484.1,115.59,279.24,5110.2,1072.66,830.09,1955.65,2727.78,1558.9,868.04,161.78,339.86,469.76,2589.41,86.84,1169,3747.75,1309.02,129.43,346.82,618,1688.68,805.79,98.75,1969.59,4540.5,3308.66,4026.91,3170.16,4511.88,69.07,267.28,110.72,734.78,3704.55,232.77,1686.83,90.69,440.7,1451.62,1273.22,294.5,906.05,3649.34,754.27,6573.13,52.27,5589.61,104.29,2509.52,5408.25,761.85,8532.2,907.33,106.16,1190,4685.45,2054.83,8869,2155.68,14918.23,127.41,3662.84,109.81,5600.84,1340.01,2543.5,963.06,10847.11,60.58,1412.46,74.5,2414.08,13879.43
Brachyspiraceae,Brachyspira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brucellaceae,Ochrobactrum,0,0,0,0,0,0,0,7.05,0,0,6.47,0,0,4.45,0,0,0,9.47,0,6.46,0,0,4.21,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89,0,7.11,0,0,0,0,0,0,0,0,0,0,0,0,22.24,0,0,0,0,0,5.53,0,0,0,0,0,0,0,0,0,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacteraceae,Campylobacter,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,8.56,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,0,0,0,0,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Paracaedibacteraceae,Candidatus Paracaedibacteraceae_u_g,0,0,0,0,0,0,1.61,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.35,0,0,0
Cardiobacteriaceae,Cardiobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catabacteriaceae,Catabacter,10.27,143.96,46.84,62.43,46.76,96.45,124.19,136.6,167.68,0,36.08,127.9,158.65,213.84,205.36,78.63,32.68,39,114.85,130.54,59.6,84.37,105.64,265.17,65.96,146.66,49.7,304.81,33.24,43.86,53.84,64.48,43.42,209.97,44.49,148.8,96.31,99.76,101.89,93.47,136.11,120.95,85.52,211.3,153.71,431.78,164.06,174.29,134.32,67.38,127.99,199.5,144.89,110.5,148.68,57.9,93.59,56.56,166.51,242.37,149.24,85.21,98.97,221.75,380.87,107.72,94.74,1392.47,236.74,108.81,132.37,134.4,73.45,169.76,81.11,344.2,165.86,173.04,148.83,174.42,202.63,333.35,156.85,277.6,76.96,197.5,195.2,170.57,185.44,76.64,85.35,185.26,133.87,113.47,254.55,86.15,86.98,85.64,134.81,180.77,132.81,208.16,139.19,114.5,108.37,118.48,106.39,227.54,209.83,30.12,102.17,58.65,102.44,112.92,84.28,101.17,112.81,108.01,167.88,84.52,49.7,71.67,59.71,84.31,121.12,134.57,100.24,69.48,150.68,51.44,15.04,54.75,129.72,109.07,98,68.88,61.52,76.02,73.74,197.38,78.03,79.98,161.75,96.36,106.09,30.64,118.61,35,82.5,70.15,58.39,51,102.15,16,133.01,70.86,39.87,120.98,114.61
Clostridiaceae,Alkaliphilus,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,0,0,5.07,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,4.77,0,0,0,0,0,0,6.56,0,0,0,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,4.62,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridiaceae,Butyricicoccus,17.95,9.31,18.42,12.04,12.34,20.41,18.28,14.62,0,9.4,11.94,11.19,11.88,13.34,0,0,13.29,18.84,20.5,20.41,19.13,15.31,19.37,11.15,9.77,12.1,18.34,13.71,20.72,8.08,10.53,7.54,11.58,14.79,0,8.87,8.26,19.15,15.45,0,0,14.35,16.5,17.79,20.52,17.04,13.69,23.44,11.13,12.03,13.73,10.65,18.63,15.94,0,14.24,13.88,8.88,14.18,23.83,18.04,16.32,11.76,15.86,10.39,10.75,21.83,16.29,12.36,14.98,11.52,3.78,10.7,13.81,10.71,9.24,8.16,10.51,14.5,14.96,23.66,16.5,16.82,12.74,16.88,20.32,11.41,16.69,19.23,13.17,19.56,11.56,12.44,11.85,10.49,10.44,15.57,13.63,12.67,15.78,12.25,22.91,9.77,8.97,18.73,14,13.6,11.41,19.57,0,11.78,9.65,18.46,12.81,12.56,15.14,12.03,16.47,13.72,13.44,11.8,10.84,16.76,11.56,16.67,16.56,16.41,9.72,13.19,15.16,12.2,0,12.99,20.45,17.07,14.62,12,19.09,14.62,32.8,10.39,11.26,21.05,11.64,27.96,7.91,9.65,11.59,10.38,11.01,11.35,16.87,13.92,19.94,12.97,8.72,9.92,14.46,26.06
Clostridiaceae,Caloramator,3.65,0,3.19,0,5.38,0,0,0,0,0,0,0,3.74,0,3.19,0,0,0,3.04,0,0,0,0,4.81,0,0,0,6.47,0,0,0,0,3.97,0,0,3.25,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.91,0,0,0,0,0,4.59,0,7.65,0,0,0,0,0,4.2,3.38,0,0,0,0,4.28,2.92,0,0,0,0,0,7.19,0,3.03,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,4,0,0,2.44,0,0,4.18,0,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0,8.38,7.16,0,0,0,4.25,0,0,5.35,0,0,4.9,0,0,7.35,0,0,0,0,0,2.64,0,0,4.83,5.18,0,0,0,0,0,0,4.3,0,2.94,0,4.95
Clostridiales Family XIII. Incertae Sedis,Clostridiales Family XIII. Incertae Sedis_u_g,559.95,959.65,473.16,549.12,447.8,1020.12,877.64,637.3,831.57,187.31,396.59,661.62,527.34,958.11,692.48,914.5,217.04,445.77,410.14,785.19,319.75,759.74,838.31,1399.17,194.13,579.19,779.59,884.33,569.83,224.87,344.3,375.47,609.99,1234.77,767.49,740.4,453.93,418.04,519.13,577.63,486.15,507.31,336.48,458.36,327.84,353.59,625.98,310.34,300.15,494.3,499.24,420.45,325.6,275.23,333.3,244.34,275.96,101.87,326.35,1174.07,292.7,473.89,313.92,315.1,306.74,293.18,370.81,728.39,407.43,345.84,295.75,392.12,240.38,427.59,421.26,1490.5,453.66,217.98,150.71,720.75,57.23,320.67,375.39,338.51,183.79,121.07,261.65,390.59,455.61,487.75,230.76,276.83,221.28,64.17,120.71,322.91,113.38,149.29,54.09,688.36,147.15,283.36,113.04,147.88,204.16,53.37,181.1,646.57,665.56,107.63,70.31,247.76,308.53,134.76,181.59,165.16,152.74,95.96,62.43,235.05,88.24,55.24,67.9,87.48,261.52,107.43,152.5,181.8,95.64,177.04,17.2,96.03,250.92,173.3,150.63,136.76,78.12,154.53,96.45,207.16,187.81,41.36,147.22,334.23,31.59,29.38,173.18,175.03,113.03,30.82,144.24,45.78,326.25,47.83,193.96,89.62,49.11,21.78,186.44
Clostridiales Family XIII. Incertae Sedis,Mogibacterium,0,12.35,0,0,0,0,0,9.08,9.9,0,0,0,0,15.44,0,10.85,0,0,0,0,0,0,8.68,13.8,0,7.01,8.38,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54,0,0,0,0,0,0,0,13.07,0,0,0,10.14,7.21,0,0,0,0,0,10.45,0,17.21,0,0,0,0,0,0,0,0,0,0,7.58,0,8.88,0,0,0,0,0,0,9.93,0,0,0,0,0,0,0,0,0,8.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,0,0,3.33,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,0,3.79,0,0,0,0,3.58,0,0,3.57,0,0,0,0,3.21,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriobacteriaceae,Collinsella,21.11,31.98,36.06,40.72,28.68,68.4,32.34,45.86,12.46,258.03,39.11,108.44,7.57,11.45,9.33,57.32,24.26,53.7,7.52,28.09,27.6,34.97,32.65,41.62,75.18,64.23,80.4,29.97,116.08,27.8,5.45,53.98,89.08,23.42,52.81,16.78,24.52,12.9,31.29,24.13,0,16.65,10.88,17.49,8.03,5.11,13.53,14.74,14.01,20.27,18.87,3.92,6.2,3.72,17.85,9.19,6.73,31.72,6.78,35.15,13.68,17.8,15.32,10.2,25.72,7.33,79.05,6.92,26.76,16.37,8.27,2.49,5.33,6.9,8.02,11.25,6.88,11.44,4.55,20.55,5.98,4.32,4.9,4.9,4.21,6.26,6.6,2.53,157.06,11.19,17.22,10.7,3.47,3.61,3.96,4.98,4.4,7.88,6.35,6.92,6.43,14.19,110.91,4.93,25.42,2.8,28.38,5.77,20.47,3.62,4.82,6.25,3.52,5.57,4.73,3.47,3.47,6.25,5.98,4.51,10.69,1.71,12.82,8.05,16.84,4.21,12.7,3.47,28.04,17.43,12.46,5.77,4.2,42.57,9.55,7.32,11.68,5.54,7.37,15.08,18.27,7.49,6.78,6.88,31.99,13.05,46.47,7.58,16.07,5.86,9.74,5.33,8.61,3.45,9.22,25.18,10.46,8.49,9.46
Corynebacteriaceae,Corynebacterium,0,15.84,0,0,0,21.75,28.62,72.57,69.62,205.98,9.34,0,28.25,117.04,60.41,40.88,0,0,15.53,0,8.74,88.86,71.15,87.12,0,0,19.15,80.03,111.71,0,0,10.24,11.38,181.02,0,0,0,117.64,10.19,0,17.6,53.77,40.44,48.4,10.02,60.46,47.02,39.96,88.94,22.09,45.31,299.28,45.27,86.85,46.69,28,47.18,9.09,28.3,63.12,32.3,29.21,100.02,34.17,50.61,0,112.63,65.78,266.89,21.6,12.25,106.92,53.22,80.46,70.15,142.65,90.98,6.63,73.58,32.7,46.86,5.79,16.51,0,10.73,0,70.79,137.3,118.8,27.59,38.85,114.85,698.17,30.19,34.4,0,44.82,31.77,117.52,90.98,17.09,48.58,8.45,3.06,0,0,38.29,32.61,32.05,0,20.32,36.03,50.99,76.08,43.15,14.69,62.35,3.5,31.84,89.6,23.81,0,0,7.04,0,0,0,0,6.77,8.2,0,0,0,0,0,0,0,35.39,0,13.82,0,0,0,0,0,0,0,0,43.54,9.41,0,0,16.98,0,0,0,12.62,19.86,0
Cytophagaceae,Cytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,1.13,0,0,0,0,0,1.09,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,1.51,1.3,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,1.77,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0
Cytophagaceae,Runella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deinococcus-Thermus_u_f,Deinococcus-Thermus_u_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,11.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbaceae,Desulfobulbus,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfomicrobiaceae,Desulfomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,3.38,0,2.4,0,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,3.68,0,0,0,0,0,0,2.26,0,0,2.26,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,2.36,0,0,0,0,0,3.89,3.3,0,0,0,0,0,0,0,2.66,2.57,0
Desulfurellaceae,Hippea,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthellaceae,Slackia,9.85,19.95,21.91,11.47,7.11,15.91,8.09,8.89,0,8.87,6.63,9.61,0,10.82,11.66,13.89,0,10.68,0,15.88,0,30.3,10.13,18.51,0,0,18.22,10.79,25.25,0,0,6.59,9.25,10.94,11.53,7.34,9.36,0,7.03,143.06,0,9.16,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95,0,18.25,0,0,0,0,7.56,8.08,12.27,0,0,0,0,0,0,9.56,0,0,0,33.96,0,12.59,6.62,0,0,0,7.25,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteriaceae,Escherichia,24.83,1.72,40.14,9.06,2.81,110.54,12.52,237.01,315.29,23.94,0,201.1,11.38,177.76,301.08,90.69,44.67,223.63,85.09,54.27,21.24,242.78,17.8,86.11,11.15,21.33,25.6,14.23,20.63,13.99,54.57,0,56.52,3.77,10.36,29.26,0,15.35,167.58,28.3,0,22.97,36.74,0,159.86,112.82,224.01,138.38,68.76,52.65,0,0,0,503.9,30.25,3.93,0,38.71,5.41,75.79,22.35,37.03,0,12.09,149.12,0,8.7,0,0,26.08,79.05,0,3.2,109.17,0,30.07,0,16.63,11.29,2.79,139.9,88.39,22.82,0,0,0,1.9,83.84,120.06,10.78,0,0,0,9.52,31.84,0,3.26,2.53,43.02,28.39,0,55.25,0,0,40.74,16.51,0,0,0,0,41.88,0,0,13.43,0,7.82,0,3.01,210.4,0,35.73,0,21.07,13.33,2.92,7.43,2863.2,0,943.99,245.44,0,0,0,71.33,5.48,27.18,0,14.42,49.91,20.45,6.64,468.51,5.3,3.95,84.49,37.07,213.86,0,7.69,38.25,0,0,0,16.25,0,0,39,35.99,6.11
Enterobacteriaceae,Leclercia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteriaceae,Salmonella,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
