Name	Kingdom	Phylum	Class	Order	Family	Genus	Species	1.1_MSU977	12.1_MSU977	13.1_MSU977	14.1_MSU977	15.1_MSU977	17.1_MSU977	22.1_MSU977	23.1_MSU977	24.1_MSU977	26.1_MSU977	28.1_MSU977	31.1_MSU977	32.1_MSU977	33.1_MSU977	35.1_MSU977	37.1_MSU977	39.1_MSU977	4.1_MSU977	5.1_MSU977	9.1_MSU977	10.1_MSU977	11.1_MSU977	16.1_MSU977	18.1_MSU977	19.1_MSU977	2.1_MSU977	20.1_MSU977	21.1_MSU977	25.1_MSU977	29.1r_MSU997	3.1_MSU977	30.1_MSU977	34.1_MSU977	36.1_MSU977	38.1_MSU977	40.1_MSU977	41.1_MSU977	6.1_MSU977	7.1_MSU977	8.1_MSU977	1.2_MSU977	12.2_MSU977	13.2_MSU977	14.2_MSU977	15.2_MSU977	17.2_MSU977	22.2_MSU977	23.2_MSU977	24.2_MSU977	26.2_MSU977	28.2_MSU977	31.2_MSU977	32.2_MSU977	33.2_MSU977	35.2_MSU977	37.2_MSU977	39.2_MSU977	4.2_MSU977	5.2_MSU977	9.2_MSU977	10.2_MSU977	11.2_MSU977	16.2_MSU977	18.2_MSU977	19.2_MSU977	2.2_MSU977	20.2_MSU977	21.2_MSU977	25.2_MSU977	29.2_MSU977	3.2_MSU977	30.2_MSU977	34.2_MSU977	36.2_MSU977	38.2_MSU977	40.2_MSU977	41.2_MSU977	6.2_MSU977	7.2_MSU977	8.2_MSU977	1.5_MSU977	12.5_MSU977	13.5_MSU977	14.5_MSU977	15.5_MSU977	17.5_MSU977	22.5_MSU977	23.5_MSU977	24.5_MSU977	26.5_MSU977	28.5_MSU977	31.5_MSU977	32.5_MSU977	33.5_MSU977	35.5_MSU977	37.5_MSU977	39.5_MSU977	4.5_MSU977	5.5_MSU977	9.5_MSU977	10.5_MSU977	11.5_MSU977	16.5_MSU977	18.5_MSU977	19.5_MSU977	2.5_MSU977	20.5_MSU977	21.5_MSU977	25.5_MSU977	29.5_MSU977	3.5_MSU977	30.5_MSU977	34.5_MSU977	36.5_MSU977	38.5_MSU977	40.5_MSU977	41.5_MSU977	6.5_MSU977	7.5_MSU977	8.5_MSU977	1.7_MSU977	12.7_MSU977	13.7_MSU977	14.7_MSU977	15.7_MSU977	17.7_MSU977	22.7_MSU977	23.7_MSU977	24.7_MSU977	26.7_MSU977	28.7_MSU977	31.7_MSU977	32.7_MSU977	33.7_MSU977	35.7_MSU977	37.7_MSU977	39.7_MSU977	4.7_MSU977	5.7_MSU977	9.7_MSU977	10.7_MSU977	11.7_MSU977	16.7_MSU977	18.7_MSU977	19.7_MSU977	2.7_MSU977	20.7_MSU977	21.7_MSU977	25.7_MSU977	3.7_MSU977	30.7_MSU977	34.7_MSU977	36.7_MSU977	38.7_MSU977	40.7_MSU977	41.7_MSU977	6.7_MSU977	7.7_MSU977	8.7_MSU977	Taxonomy Id	Taxonomy Lineage
Escherichia virus If1	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Inoviridae_u_g	Escherichia virus If1	0	0	0	0	0	0	0	94.18	0	0	0	0	0	0	0	0	8.86	0	0	0	108.18	0	0	5.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.17	0	0	0	0	0	0	0	0	15.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11	11.17	0	0	0	0	0	0	0	15.23	0	0	0	0	1977411	k__Loebvirae(2732090);p__Hofneiviricota(2732410);c__Faserviricetes(2732411);o__Tubulavirales(2732094);f__Inoviridae(10860);g__Inoviridae_u_g(10860);s__Escherichia virus If1(1977411);
Enterobacteria phage P4	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Caudovirales_u_f	Caudovirales_u_g	Enterobacteria phage P4	0	0	0	0	0	0	0	0	567.81	0	0	0	0	20.2	0	162.97	0	18.07	650.46	0	0	55.95	0	0	83.2	0	0	0	0	0	91.32	0	0	0	0	0	0	0	10.65	0	0	0	0	0	0	0	0	0	0	23.66	0	0	0	253.56	0	0	0	83.2	0	0	0	92.46	0	0	278.46	0	0	0	0	0	0	0	0	31.59	0	0	0	0	0	0	0	0	0	0	0	0	0	20.92	19.49	20.38	0	0	0	0	0	0	0	43.5	0	0	0	38.47	0	0	0	0	0	0	0	0	0	0	0	0	0	18.07	0	0	0	0	0	0	0	0	0	0	1043.35	0	378.83	0	0	0	0	0	0	0	0	30.63	0	0	0	379.65	0	0	0	0	133.6	0	0	16.67	0	0	0	0	0	0	0	13.26	0	10680	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Caudovirales_u_f(28883);g__Caudovirales_u_g(28883);s__Enterobacteria phage P4(10680);
Enterobacteria phage Sf101	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Lederbergvirus	Enterobacteria phage Sf101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226.07	0	0	0	0	0	0	23.31	0	0	0	0	0	19.97	0	0	17.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02	0	106.04	0	0	0	0	0	0	0	0	0	2.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.87	0	0	7.45	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69	0	0	0	0	5409.68	0	0	4.02	0	0	0	24.82	0	0	0	0	0	0	0	0	0	0	0	19.36	7.14	0	0	0	0	0	0	0	0	0	0	0	0	1524881	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Lederbergvirus(186794);s__Enterobacteria phage Sf101(1524881);
Enterobacteria phage SfI	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Myoviridae_u_g	Enterobacteria phage SfI	6.38	6.38	7.12	0	0	0	6.38	4.96	0	0	0	0	0	4.14	3.11	0	0	31.1	0	10.2	18.83	0	0	18.12	0	0	2.14	0	0	0	0	0	26.9	0	0	0	0	0	38.58	0	0	0	11.33	0	15.34	0	8.63	0	0	7.56	0	0	0	0	0	0	0	20.44	0	0	2.61	0	0	0	3.62	0	0	0	0	20.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	5.24	0	0	0	0	0	0	0	0	0	0	0	28.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.68	0	0	7.56	8.63	0	0	220.1	0	4.96	8.63	0	0	0	16.89	0	0	4.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62	0	0	0	0	0	11.33	1225789	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Myoviridae_u_g(10662);s__Enterobacteria phage SfI(1225789);
Enterobacteria phage SfV	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Myoviridae_u_g	Enterobacteria phage SfV	0	0	52.64	0	0	0	0	0	0	0	0	0	5.93	0	2.84	3.35	0	33.58	0	0	0	0	0	0	0	0	58.45	0	0	0	0	0	2.05	0	1.68	0	0	0	217.29	0	0	0	0	5.46	0	0	159.17	0	0	18.9	0	0	0	1.68	22.89	0	0	0	9.39	14.77	0	0	0	0	0	0	16.17	0	0	32.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63	0	0	0	0	0	0	0	0	0	0	0	13.11	0	0	2.05	0	0	0	0	0	0	0	0	0	0	3.35	0	0	0	0	3.67	0	0	0	0	3.67	611.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	55884	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Myoviridae_u_g(10662);s__Enterobacteria phage SfV(55884);
Enterobacteria phage VT2phi_272	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Oslovirus	Enterobacteria phage VT2phi_272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936054	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Oslovirus(1981159);s__Enterobacteria phage VT2phi_272(936054);
Enterobacteria phage YYZ-2008	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Siphoviridae_u_g	Enterobacteria phage YYZ-2008	0	50.03	0	0	0	54.73	17.02	0	25.59	0	0	0	0	0	0	0	0	0	0	0	0	0	49.75	9.84	0	0	0	43.4	0	0	0	0	0	30.53	0	26.71	0	0	189.25	0	0	0	0	0	15.24	0	0	0	0	0	0	0	0	0	0	66.39	0	0	0	0	0	0	0	0	0	0	3.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.55	0	0	0	0	0	17.02	0	0	0	0	42.04	0	0	0	0	0	0	0	0	0	0	227.52	0	0	0	0	0	0	0	0	0	0	19.3	0	25.59	0	120.76	0	0	0	0	36.34	0	0	0	0	0	0	0	0	0	0	0	0	564886	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Siphoviridae_u_g(10699);s__Enterobacteria phage YYZ-2008(564886);
Enterobacteria phage cdtI	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Siphoviridae_u_g	Enterobacteria phage cdtI	10.95	0	0	0	2.43	6.42	2.19	22.89	3.42	0	0	0	0	0	6.14	0	15.08	13.44	3.17	0	48.07	58.51	13.76	10.33	0	0	6.14	5.57	0	0	2.92	0	2.43	7.3	0	0	0	0	7.44	3.17	0	0	0	0	0	0	16.83	22.8	14.83	0	0	0	0	11.19	2.92	20.26	6.14	0	0	2.92	0	3.3	0	0	11.51	2.19	0	0	0	5.29	10.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17	2.67	6.71	0	0	0	0	0	29.93	0	0	2.19	15.83	0	7.89	0	0	25.65	0	4.47	0	0	0	4.21	0	0	4.21	0	0	0	0	0	0	14.5	0	0	0	11.59	0	829.52	0	16.83	24.93	0	0	0	46.49	0	0	0	0	0	0	0	0	3.42	0	11.51	43.57	8.79	0	0	0	0	0	12.22	0	0	2.19	0	0	40.21	414970	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Siphoviridae_u_g(10699);s__Enterobacteria phage cdtI(414970);
Escherichia virus fiAA91ss	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Peduovirus	Escherichia virus fiAA91ss	1.71	0	79.81	0	2.88	22.21	0	0	150.98	0	0	0	42.24	0	20.71	19.07	0	44.93	183.72	0	0	18.05	0	5.44	29.19	0	60.41	0	0	0	0	0	28.08	0	0	0	0	0	257.96	0	0	0	12.78	0	0	0	0	0	0	9.29	0	0	0	120.57	0	0	0	0	0	2.88	0	0	0	0	0	0	42.49	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	114.27	0	0	2.48	0	0	33.99	0	0	0	0	0	0	0	0	0	4.63	0	0	0	0	0	0	0	0	0	0	0	0	0	41.74	0	0	0	12.1	0	0	0	628.84	0	213.99	0	0	0	0	0	0	0	0	0	0	0	0	333.33	0	0	0	4.18	191.22	0	0	0	0	0	0	0	0	0	6.03	134.66	0	2560457	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Peduovirus(140410);s__Escherichia virus fiAA91ss(2560457);
Enterobacteria phage mEp043 c-1	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Siphoviridae_u_g	Enterobacteria phage mEp043 c-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.74	26.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2166.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147149	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Siphoviridae_u_g(10699);s__Enterobacteria phage mEp043 c-1(1147149);
Enterobacteria phage mEp235	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Hendrixvirus	Enterobacteria phage mEp235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147150	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Hendrixvirus(2169654);s__Enterobacteria phage mEp235(1147150);
Enterobacteria phage mEp237	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Ravinvirus	Enterobacteria phage mEp237	0	0	0	4.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.47	0	5.29	10.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147151	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Ravinvirus(308911);s__Enterobacteria phage mEp237(1147151);
Enterobacteria phage mEp460	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Siphoviridae_u_g	Enterobacteria phage mEp460	0	18.34	3.25	10.69	0	8.16	0	131.74	9.41	0	0	2.39	0	2.67	0	104.47	29.02	38.19	79.17	2.11	124.06	0	14.87	25.91	4.79	0	0	11.81	0	0	5.44	0	7.12	0	0	0	0	0	38.19	3.85	0	0	5.77	0	0	29.56	91.41	51.81	0	2.88	0	0	4.4	25.16	5.77	0	0	2.39	0	89.7	0	0	0	0	3.85	0	19.25	0	0	7.21	9.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.47	0	0	0	0	0	0	3.55	0	0	16.14	0	0	2.88	0	0	20.17	0	0	0	0	0	0	0	0	0	0	0	0	6.78	0	0	18.74	0	0	7.46	0	0	289.3	0	8.61	75.86	0	0	0	97.14	0	0	0	5.6	0	0	13.71	9.05	16.44	0	4.16	0	13.71	0	0	0	0	0	0	0	0	2.67	0	0	0	1147152	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Siphoviridae_u_g(10699);s__Enterobacteria phage mEp460(1147152);
Escherichia virus mEpX1	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus mEpX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2169927	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Hendrixvirus(2169654);s__Escherichia virus mEpX1(2169927);
Escherichia virus mEpX2	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus mEpX2	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2169928	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Hendrixvirus(2169654);s__Escherichia virus mEpX2(2169928);
Enterobacteria phage vB_EcoP_ACG-C91	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Autographiviridae	Zindervirus	Enterobacteria phage vB_EcoP_ACG-C91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141139	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Autographiviridae(2731643);g__Zindervirus(542837);s__Enterobacteria phage vB_EcoP_ACG-C91(1141139);
Enterobacterial phage mEp213	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Siphoviridae_u_g	Enterobacterial phage mEp213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147156	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Siphoviridae_u_g(10699);s__Enterobacterial phage mEp213(1147156);
Vequintavirus_u_s	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Vequintavirus	Vequintavirus_u_s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914852	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Vequintavirus(1914852);s__Vequintavirus_u_s(1914852);
Escherichia virus Cajan	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Seuratvirus	Escherichia virus Cajan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1921554	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Seuratvirus(1921553);s__Escherichia virus Cajan(1921554);
Escherichia phage D108	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Muvirus	Escherichia phage D108	0	0	0	0	0	25.04	0	0	0	0	0	0	0	0	0	0	4.48	0	0	5.06	0	89.4	0	0	0	0	0	0	0	0	1.82	0	5.06	0	0	0	0	26.64	254.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91	0	0	0	25.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.84	0	0	0	0	0	0	0	0	0	3.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.04	0	242.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665033	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Muvirus(186777);s__Escherichia phage D108(665033);
Escherichia virus FFH2	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Myoviridae	Vequintavirus	Escherichia virus FFH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914856	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Myoviridae(10662);g__Vequintavirus(1914852);s__Escherichia virus FFH2(1914856);
Escherichia virus Min27	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Podoviridae	Traversvirus	Escherichia virus Min27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1981162	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Podoviridae(10744);g__Traversvirus(1981157);s__Escherichia virus Min27(1981162);
Escherichia virus Seurat	Viruses	Viruses_u_p	Viruses_u_c	Caudovirales	Siphoviridae	Seuratvirus	Escherichia virus Seurat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1921555	k__Viruses(10239);p__Viruses_u_p(10239);c__Viruses_u_c(10239);o__Caudovirales(28883);f__Siphoviridae(10699);g__Seuratvirus(1921553);s__Escherichia virus Seurat(1921555);
